team_name,opponent_pace,opponent_offensive_rating,opponent_free_throw_attempt_rate,opponent_three_point_attempt_rate,opponent_true_shooting_percentage,opponent_team_rebound_percentage,opponent_assist_percentage,opponent_steal_percentage,opponent_block_percentage,opponent_effective_field_goal_percentage,opponent_turnover_percentage,opponent_offensive_rebound_percentage,opponent_free_throws_per_field_goal_attempt,pace,offensive_rating,free_throw_attempt_rate,three_point_attempt_rate,true_shooting_percentage,team_rebound_percentage,assist_percentage,steal_percentage,block_percentage,effective_field_goal_percentage,turnover_percentage,offensive_rebound_percentage,free_throws_per_field_goal_attempt,opponent_field_goals,opponent_field_goals_attempted,opponent_field_goal_percentage,opponent_three_point_field_goals,opponent_three_point_field_goals_attempted,opponent_three_point_percentage,opponent_free_throws,opponent_free_throws_attempted,opponent_free_throw_percentage,opponent_offensive_rebounds,opponent_team_rebounds,opponent_assists,opponent_steals,opponent_blocks,opponent_turnovers,opponent_personal_fouls,games,wins,losses,win_percentage,simple_rating_system,strength_of_schedule,wins_conf,losses_conf,home_wins,home_losses,wins_visitor,losses_visitor,team_points,opponent_points,minutes_played,field_goals,field_goals_attempted,field_goal_percentage,three_point_field_goals,three_point_field_goals_attempted,three_point_percentage,free_throws,free_throws_attempted,free_throw_percentage,offensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,personal_fouls,conference,points_per_game,opponent_points_per_game,margin_of_victory,offensive_srs,defensive_srs,offensive_rating_adjusted,defensive_rating_adjusted,net_rating_adjusted,date
Texas-Rio Grande Valley,77.7,123.5,.492,.462,.599,61.8,56.3,7.7,14.7,.577,12.1,33.3,.323,77.7,104.2,.180,.443,.612,38.2,53.3,9.0,5.7,.582,15.3,6.3,.164,32,65,.492,11,30,.367,21,32,.656,12,42,18,6,5,11,13,1,0,1,.000,0.00,15.00,,,0,0,0,1,81,96,40,30,61,.492,11,27,.407,10,11,.909,2,26,16,7,2,12,27,Southland,81.0,96.0,-15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
The Citadel,68.7,99.8,.357,.478,.509,45.9,40.0,6.6,12.8,.491,14.1,25.3,.209,68.7,110.7,.258,.644,.513,54.1,63.5,10.9,8.3,.492,11.4,35.7,.167,50,115,.435,13,55,.236,24,41,.585,19,73,20,9,6,22,24,2,1,1,.500,-17.00,12.00,,,1,0,0,1,152,137,80,52,132,.394,26,85,.306,22,34,.647,30,86,33,15,5,19,31,Southern,76.0,68.5,7.50,-18.00,1.00,47.58,133.93,-86.35,2025-11-08
Toledo,63.7,119.3,.224,.328,.592,58.1,50.0,11.0,4.5,.612,13.5,35.5,.086,63.7,116.1,.164,.600,.624,41.9,80.8,7.8,5.1,.609,15.7,19.4,.127,32,58,.552,7,19,.368,5,13,.385,11,36,16,7,1,10,16,1,0,1,.000,4.25,6.25,,,0,1,0,0,74,76,40,26,55,.473,15,33,.455,7,9,.778,6,26,21,5,2,11,12,MAC,74.0,76.0,-2.00,6.00,-1.75,128.23,120.80,7.44,2025-11-08
Towson,65.2,85.9,.500,.440,.453,42.0,29.4,7.7,8.7,.380,15.1,17.6,.360,65.2,102.7,.316,.193,.511,58.0,36.0,13.8,10.7,.465,13.2,34.3,.246,17,50,.340,4,22,.182,18,25,.720,6,29,5,5,4,11,14,1,1,0,1.000,0.00,-11.00,,,0,0,0,0,67,56,40,25,57,.439,3,11,.273,14,18,.778,12,40,9,9,3,10,20,CAA,67.0,56.0,11.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Troy,72.5,102.5,.333,.407,.505,54.7,57.7,7.8,11.1,.463,16.5,37.6,.244,72.5,108.4,.387,.471,.593,45.3,53.6,13.6,10.0,.559,15.6,22.2,.286,52,135,.385,21,55,.382,33,45,.733,32,81,30,12,7,31,38,2,2,0,1.000,-2.25,-6.75,,,0,0,2,0,167,158,85,56,119,.471,21,56,.375,34,46,.739,14,67,30,21,8,26,36,Sun Belt,83.5,79.0,4.50,-8.00,5.75,84.86,96.97,-12.12,2025-11-08
Tulane,65.1,110.6,.279,.508,.521,56.3,68.0,6.1,9.4,.508,13.7,36.6,.164,65.1,130.5,.245,.396,.718,43.8,45.2,15.4,20.0,.689,11.9,8.7,.226,25,61,.410,12,31,.387,10,17,.588,15,36,17,4,3,11,10,1,1,0,1.000,5.18,-7.82,,,1,0,0,0,85,72,40,31,53,.585,11,21,.524,12,13,.923,2,28,14,10,6,8,15,American,85.0,72.0,13.00,-4.15,9.33,116.42,93.25,23.18,2025-11-08
Tulsa,67.3,90.6,.224,.379,.475,33.1,53.3,10.4,6.0,.444,15.8,25.0,.164,67.3,135.2,.521,.427,.623,66.9,60.0,8.9,9.7,.590,15.1,57.1,.376,45,116,.388,13,44,.295,19,26,.731,19,46,24,14,4,24,41,2,2,0,1.000,24.00,7.00,,,1,0,0,0,182,122,80,60,117,.513,18,50,.360,44,61,.721,36,93,36,12,7,26,35,American,91.0,61.0,30.00,10.00,14.00,150.92,70.83,80.09,2025-11-08
UAB,79.7,93.5,.353,.440,.550,46.2,57.1,9.4,7.4,.487,22.8,23.5,.310,79.7,110.4,.352,.352,.520,53.8,48.5,17.6,4.6,.500,11.5,36.4,.214,49,116,.422,15,51,.294,36,41,.878,16,72,28,15,7,40,36,2,1,1,.500,15.52,2.02,,,1,0,0,1,176,149,80,66,145,.455,13,51,.255,31,51,.608,32,84,32,28,3,22,32,American,88.0,74.5,13.50,4.41,11.12,105.12,86.90,18.22,2025-11-08
UC Davis,74.0,92.6,.352,.336,.469,48.3,44.9,6.1,9.0,.428,19.8,39.5,.240,74.0,119.0,.364,.355,.620,51.7,50.8,15.6,12.0,.607,17.5,41.8,.240,49,125,.392,9,42,.214,30,44,.682,30,69,22,9,7,36,42,2,2,0,1.000,14.99,2.99,,,2,0,0,0,176,137,80,63,121,.521,21,43,.488,29,44,.659,28,74,32,23,10,30,38,Big West,88.0,68.5,19.50,10.10,4.89,121.23,94.22,27.01,2025-11-08
UC Irvine,77.7,75.9,.212,.336,.391,43.8,44.2,9.7,6.9,.361,18.0,30.2,.139,77.7,119.7,.424,.266,.557,56.3,66.2,7.1,17.6,.540,11.2,40.0,.259,43,137,.314,13,46,.283,19,29,.655,29,77,19,15,7,33,45,2,1,1,.500,2.67,10.67,,,1,1,0,0,186,118,80,68,139,.489,14,37,.378,36,59,.610,32,99,45,11,16,21,32,Big West,93.0,59.0,34.00,-9.33,12.00,90.12,86.51,3.61,2025-11-08
UC Riverside,69.7,85.4,.252,.287,.462,45.1,51.1,10.0,8.5,.448,18.9,26.0,.139,69.7,117.7,.336,.403,.594,54.9,60.3,11.5,12.2,.550,14.8,32.8,.277,47,115,.409,9,33,.273,16,29,.552,20,65,24,14,6,30,36,2,2,0,1.000,-12.50,-16.50,,,1,0,1,0,164,119,80,58,119,.487,15,48,.313,33,40,.825,22,79,35,16,10,24,29,Big West,82.0,59.5,22.50,-8.50,-4.00,89.05,122.25,-33.20,2025-11-08
UC San Diego,75.2,97.1,.145,.435,.551,34.7,44.8,6.7,5.1,.548,17.4,17.1,.081,75.2,139.7,.594,.391,.640,65.3,48.5,17.3,5.7,.594,12.8,48.6,.453,29,62,.468,10,27,.370,5,9,.556,6,25,13,5,2,14,26,1,1,0,1.000,,,,,1,0,0,0,105,73,40,33,64,.516,10,25,.400,29,38,.763,18,47,16,13,2,12,10,Big West,105.0,73.0,32.00,,,,,,2025-11-08
UC Santa Barbara,76.1,88.1,.194,.419,.495,27.4,57.7,5.3,9.1,.492,15.1,9.8,.097,76.1,128.8,.632,.353,.554,72.6,40.6,9.2,8.3,.522,11.9,55.8,.397,26,62,.419,9,26,.346,6,12,.500,4,23,15,4,4,12,32,1,1,0,1.000,,,,,1,0,0,0,98,67,40,32,68,.471,7,24,.292,27,43,.628,24,61,13,7,3,12,14,Big West,98.0,67.0,31.00,,,,,,2025-11-08
UCF,72.8,107.2,.387,.355,.531,43.7,61.5,9.6,11.1,.460,14.1,35.1,.339,72.8,112.7,.643,.357,.561,56.3,61.5,2.7,7.5,.536,18.0,47.1,.393,26,62,.419,5,22,.227,21,24,.875,13,31,16,7,4,12,28,1,1,0,1.000,-2.00,-6.00,,,1,0,0,0,82,78,40,26,56,.464,8,20,.400,22,36,.611,16,40,16,2,3,16,20,Big 12,82.0,78.0,4.00,0.50,-2.50,102.67,104.70,-2.03,2025-11-08
UCLA,66.7,102.7,.235,.470,.536,48.1,66.0,8.2,6.7,.500,18.0,32.3,.191,66.7,115.4,.295,.385,.554,51.9,51.7,10.5,13.1,.529,11.5,36.8,.205,50,115,.435,15,54,.278,22,27,.815,21,64,33,11,5,28,34,2,2,0,1.000,-0.67,-9.17,,,2,0,0,0,154,137,80,58,122,.475,13,47,.277,25,36,.694,25,69,30,14,8,18,27,Big Ten,77.0,68.5,8.50,3.33,-4.00,106.17,106.95,-0.78,2025-11-08
UNC Asheville,67.7,110.9,.221,.235,.499,59.7,32.3,16.3,19.5,.485,15.7,51.2,.132,67.7,85.7,.232,.268,.466,40.3,13.0,10.3,11.5,.446,20.5,30.6,.143,31,68,.456,4,16,.250,9,15,.600,21,46,10,11,8,14,16,1,0,1,.000,0.00,17.00,,,0,0,0,1,58,75,40,23,56,.411,4,15,.267,8,13,.615,11,31,3,7,6,16,14,Big South,58.0,75.0,-17.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
UNC Greensboro,80.0,116.3,.299,.403,.608,57.5,64.7,11.3,17.1,.612,17.3,34.4,.164,80.0,80.0,.328,.328,.454,42.5,65.2,13.8,7.5,.426,20.3,24.4,.197,34,67,.507,14,27,.519,11,20,.550,11,42,22,9,7,16,20,1,0,1,.000,0.00,29.00,,,0,0,0,1,64,93,40,23,61,.377,6,20,.300,12,20,.600,10,31,15,11,3,18,17,Southern,64.0,93.0,-29.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
UNC Wilmington,83.3,92.5,.268,.380,.481,37.6,29.6,8.4,7.8,.430,13.0,22.7,.225,83.3,127.3,.549,.282,.592,62.4,45.9,7.2,11.4,.577,13.5,46.3,.338,27,71,.380,7,27,.259,16,19,.842,10,32,8,7,4,12,26,1,1,0,1.000,,,,,1,0,0,0,106,77,40,37,71,.521,8,20,.400,24,39,.615,19,53,17,6,5,14,16,CAA,106.0,77.0,29.00,,,,,,2025-11-08
UT Arlington,76.0,52.6,.474,.263,.286,34.4,20.0,7.9,0.0,.193,22.3,24.0,.316,76.0,119.7,.441,.250,.553,65.6,61.8,15.8,23.8,.515,13.6,52.5,.309,10,57,.175,2,15,.133,18,27,.667,12,31,2,6,0,20,23,1,1,0,1.000,,,,,1,0,0,0,91,40,40,34,68,.500,2,17,.118,21,30,.700,21,59,21,12,10,13,20,WAC,91.0,40.0,51.00,,,,,,2025-11-08
UTEP,75.3,83.6,.569,.382,.486,42.4,67.6,9.3,6.8,.422,24.5,31.1,.392,75.3,136.0,.504,.226,.622,57.6,56.0,15.9,20.6,.605,10.8,45.7,.331,37,102,.363,12,39,.308,40,58,.690,23,61,25,14,7,42,45,2,2,0,1.000,,,,,2,0,0,0,205,126,80,75,133,.564,11,30,.367,44,67,.657,32,83,42,24,13,20,47,CUSA,102.5,63.0,39.50,,,,,,2025-11-08
UTSA,75.9,70.5,.386,.351,.397,44.8,33.3,9.9,5.6,.351,21.1,22.1,.237,75.9,103.5,.250,.399,.474,55.2,52.5,15.8,17.6,.453,10.3,34.7,.155,36,114,.316,8,40,.200,27,44,.614,19,81,12,15,5,36,27,2,1,1,.500,0.00,17.00,,,1,1,0,0,157,107,80,59,148,.399,16,59,.271,23,37,.622,33,100,31,24,13,19,35,American,78.5,53.5,25.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Utah,70.3,106.7,.277,.308,.510,47.4,26.7,8.5,2.7,.508,13.0,32.5,.138,70.3,119.5,.306,.403,.591,52.6,58.1,10.0,8.9,.581,13.4,36.1,.194,30,65,.462,6,20,.300,9,18,.500,13,36,8,6,1,11,19,1,1,0,1.000,0.00,-9.00,,,1,0,0,0,84,75,40,31,62,.500,10,25,.400,12,19,.632,13,40,18,7,4,11,19,Big 12,84.0,75.0,9.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Utah State,75.4,86.9,.393,.410,.472,42.4,61.4,11.3,10.4,.444,20.6,27.5,.231,75.4,126.0,.276,.394,.661,57.6,71.4,17.9,13.0,.650,17.3,39.1,.197,44,117,.376,16,48,.333,27,46,.587,22,61,27,17,8,36,27,2,2,0,1.000,30.75,27.75,,,1,0,0,0,190,131,80,70,127,.551,25,50,.500,25,35,.714,25,83,50,27,9,30,39,MWC,95.0,65.5,29.50,-8.00,38.75,-389.93,-687.90,297.96,2025-11-08
Utah Tech,75.8,100.0,.388,.296,.511,48.0,47.0,7.6,5.5,.464,15.3,29.6,.281,75.8,108.9,.346,.380,.540,52.0,35.5,8.9,9.4,.505,14.0,33.3,.249,83,196,.423,16,58,.276,55,76,.724,37,119,39,18,7,42,62,3,2,1,.667,-10.80,1.20,,,1,0,1,1,258,237,125,93,205,.454,21,78,.269,51,71,.718,41,129,33,21,13,39,60,WAC,86.0,79.0,7.00,-10.20,-0.60,96.31,116.19,-19.87,2025-11-08
Utah Valley,77.2,45.4,.242,.403,.253,28.0,54.5,3.9,0.0,.210,18.8,14.5,.145,77.2,150.3,.131,.393,.650,72.0,68.1,16.8,24.3,.637,8.2,52.6,.107,11,62,.177,4,25,.160,9,15,.600,8,26,6,3,0,16,10,1,1,0,1.000,,,,,1,0,0,0,116,35,40,47,84,.560,13,33,.394,9,11,.818,20,67,32,13,9,8,17,WAC,116.0,35.0,81.00,,,,,,2025-11-08
VMI,77.5,85.2,.169,.390,.449,46.0,61.5,3.9,12.5,.423,17.0,26.1,.125,77.5,129.1,.261,.477,.581,54.0,54.9,14.2,9.6,.562,7.0,33.7,.183,52,136,.382,11,53,.208,17,23,.739,23,80,32,6,10,30,29,2,2,0,1.000,-13.00,-17.00,,,1,0,1,0,200,132,80,71,153,.464,30,73,.411,28,40,.700,29,94,39,22,8,13,23,Southern,100.0,66.0,34.00,-5.00,-8.00,99.52,106.19,-6.67,2025-11-08
Valparaiso,72.6,117.2,.500,.325,.603,55.8,56.4,5.5,14.0,.539,15.6,32.3,.412,72.6,86.1,.451,.533,.422,44.2,50.0,11.7,10.4,.373,13.9,28.6,.279,55,114,.482,13,37,.351,47,57,.825,21,91,31,8,8,26,46,2,1,1,.500,-2.75,19.75,,,1,0,0,1,125,170,80,38,122,.311,15,65,.231,34,55,.618,28,72,19,17,8,24,38,MVC,62.5,85.0,-22.50,4.25,-7.00,107.28,108.46,-1.18,2025-11-08
Vanderbilt,74.8,81.6,.393,.464,.459,47.9,47.1,4.0,2.7,.357,21.3,23.7,.375,74.8,140.4,.250,.456,.690,52.1,63.2,17.4,20.0,.684,7.3,24.2,.176,17,56,.304,6,26,.231,21,22,.955,9,34,8,3,1,18,16,1,1,0,1.000,0.00,-44.00,,,1,0,0,0,105,61,40,38,68,.559,17,31,.548,12,17,.706,8,37,24,13,6,6,19,SEC,105.0,61.0,44.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Vermont,69.6,93.4,.339,.446,.500,34.6,63.4,9.3,4.8,.442,13.3,13.7,.277,69.6,135.1,.388,.479,.656,65.4,59.1,9.3,22.6,.649,12.8,41.3,.256,41,112,.366,17,50,.340,31,38,.816,10,47,26,13,3,20,36,2,2,0,1.000,,,,,2,0,0,0,188,130,80,66,121,.545,25,58,.431,31,47,.660,26,89,39,13,14,21,31,AEC,94.0,65.0,29.00,,,,,,2025-11-08
Villanova,68.1,104.3,.318,.258,.467,46.7,38.5,5.9,15.6,.432,5.0,27.3,.212,68.1,97.0,.224,.522,.445,53.3,50.0,2.9,2.0,.433,12.9,35.4,.119,26,66,.394,5,17,.294,14,21,.667,12,43,10,4,5,4,13,1,0,1,.000,0.00,5.00,,,0,0,0,0,66,71,40,24,67,.358,10,35,.286,8,15,.533,17,49,12,2,1,11,20,Big East,66.0,71.0,-5.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Virginia,63.4,90.8,.468,.239,.432,40.5,57.1,8.7,5.1,.362,14.7,34.5,.330,63.4,132.6,.424,.528,.559,59.5,62.1,9.5,24.1,.552,10.7,53.2,.240,35,109,.321,9,26,.346,36,51,.706,29,66,20,11,3,23,43,2,2,0,1.000,5.31,-21.19,,,2,0,0,0,168,115,80,58,125,.464,22,66,.333,30,53,.566,42,97,36,12,20,18,43,ACC,84.0,57.5,26.50,-7.71,13.02,109.78,96.21,13.56,2025-11-08
Virginia Commonwealth,76.2,101.1,.413,.248,.532,48.1,54.7,13.8,12.5,.492,18.6,35.9,.289,76.2,118.1,.461,.500,.577,51.9,66.1,12.5,18.7,.559,15.7,39.5,.289,53,121,.438,13,30,.433,35,50,.700,28,74,29,21,8,33,48,2,1,1,.500,14.50,1.50,,,1,0,0,0,180,154,80,59,128,.461,25,64,.391,37,59,.627,30,80,39,19,17,29,37,A-10,90.0,77.0,13.00,51.50,-37.00,-650.85,-438.60,-212.25,2025-11-08
Virginia Tech,78.0,85.9,.211,.437,.429,43.2,82.6,6.4,2.1,.401,16.1,29.4,.141,78.0,125.7,.355,.368,.552,56.8,54.3,7.7,15.0,.520,7.3,40.9,.250,23,71,.324,11,31,.355,10,15,.667,15,41,19,5,1,15,23,1,1,0,1.000,0.00,-31.00,,,1,0,0,0,98,67,40,35,76,.461,9,28,.321,19,27,.704,18,54,19,6,6,7,16,ACC,98.0,67.0,31.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Wagner,76.1,135.4,.456,.500,.623,54.3,73.5,13.1,19.6,.603,10.8,41.0,.309,76.1,97.3,.381,.270,.497,45.7,44.0,9.2,8.8,.452,16.8,33.3,.270,34,68,.500,14,34,.412,21,31,.677,16,44,25,10,9,10,18,1,0,1,.000,-1.25,13.25,,,0,0,0,1,74,103,40,25,63,.397,7,17,.412,17,24,.708,14,37,11,7,3,15,25,NEC,74.0,103.0,-29.00,-14.00,12.75,-438.05,-717.82,279.76,2025-11-08
Wake Forest,77.6,89.6,.289,.504,.505,42.4,42.6,12.9,7.0,.450,21.2,26.3,.248,77.6,108.9,.400,.363,.526,57.6,59.3,17.4,18.3,.489,15.7,42.7,.274,47,121,.388,15,61,.246,30,35,.857,20,67,20,20,6,37,43,2,2,0,1.000,0.00,-15.00,,,2,0,0,0,169,139,80,59,135,.437,14,49,.286,37,54,.685,35,91,35,27,11,30,34,ACC,84.5,69.5,15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Washington,71.8,83.6,.188,.453,.430,41.2,47.7,8.4,4.9,.406,17.2,28.7,.125,71.8,124.0,.381,.357,.598,58.8,63.5,13.9,12.9,.567,13.4,42.4,.278,44,128,.344,16,58,.276,16,24,.667,25,63,21,12,4,29,41,2,2,0,1.000,9.50,-19.50,,,2,0,0,0,178,120,80,63,126,.500,17,45,.378,35,48,.729,28,90,40,20,9,23,27,Big Ten,89.0,60.0,29.00,2.75,6.75,122.84,92.65,30.19,2025-11-08
Washington State,70.8,118.7,.374,.486,.667,50.4,56.1,7.1,12.7,.640,17.1,20.0,.290,70.8,106.0,.509,.438,.539,49.6,31.9,9.2,10.9,.473,13.1,25.7,.393,57,107,.533,23,52,.442,31,40,.775,11,63,32,10,8,26,41,2,0,2,.000,0.00,9.00,,,0,1,0,1,150,168,80,47,112,.420,12,49,.245,44,57,.772,18,62,15,13,6,21,37,WCC,75.0,84.0,-9.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Weber State,90.2,42.1,.214,.514,.246,27.8,28.6,3.3,1.9,.214,17.2,6.6,.114,90.2,144.1,.092,.449,.636,72.2,61.5,10.0,5.9,.622,8.9,44.7,.082,14,70,.200,2,36,.056,8,15,.533,4,30,4,3,1,16,11,1,1,0,1.000,,,,,1,0,0,0,130,38,40,52,98,.531,18,44,.409,8,9,.889,21,78,32,9,2,10,13,Big Sky,130.0,38.0,92.00,,,,,,2025-11-08
West Georgia,77.4,109.1,.274,.418,.512,48.4,58.1,7.1,1.1,.490,9.3,30.6,.178,77.4,111.7,.239,.348,.563,51.6,46.3,7.1,17.6,.543,13.5,31.6,.167,62,146,.425,19,61,.311,26,40,.650,26,78,36,11,1,17,32,2,1,1,.500,0.00,33.00,,,1,0,0,1,173,169,80,67,138,.486,16,48,.333,23,33,.697,24,83,31,11,15,24,35,A-Sun,86.5,84.5,2.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
West Virginia,67.7,87.9,.510,.310,.479,54.5,40.5,9.6,3.0,.405,20.5,31.9,.380,67.7,105.7,.590,.362,.532,45.5,50.0,11.1,10.1,.476,12.9,24.3,.410,37,100,.370,7,31,.226,38,51,.745,22,78,15,13,2,32,48,2,2,0,1.000,5.82,-6.18,,,2,0,0,0,143,119,80,44,105,.419,12,38,.316,43,62,.694,18,65,22,15,7,20,37,Big 12,71.5,59.5,12.00,-8.24,14.07,90.50,86.18,4.32,2025-11-08
Western Carolina,80.0,117.6,.508,.475,.642,49.3,62.5,13.8,18.9,.627,17.0,23.3,.339,80.0,78.8,.219,.422,.446,50.7,52.2,10.0,3.2,.430,23.7,32.6,.125,32,59,.542,10,28,.357,20,30,.667,7,36,20,11,7,15,15,1,0,1,.000,-14.00,17.00,,,0,0,0,1,63,94,40,23,64,.359,9,27,.333,8,14,.571,14,37,12,8,1,22,23,Southern,63.0,94.0,-31.00,-0.67,-13.33,100.54,112.03,-11.48,2025-11-08
Western Illinois,62.6,125.5,.505,.465,.627,47.9,62.3,9.6,9.6,.604,10.1,29.8,.347,62.6,106.3,.358,.311,.536,52.1,19.1,3.2,7.4,.495,16.8,35.0,.264,53,101,.525,16,47,.340,35,51,.686,17,56,33,12,7,14,31,2,0,2,.000,9.40,21.40,,,0,0,0,2,133,157,80,47,106,.443,11,33,.333,28,38,.737,21,61,9,4,4,25,42,OVC,66.5,78.5,-12.00,-4.60,14.00,97.71,83.51,14.21,2025-11-08
Western Kentucky,76.2,91.9,.197,.508,.525,46.2,70.4,3.9,13.7,.525,22.2,25.6,.098,76.2,107.7,.565,.177,.521,53.8,30.8,17.1,10.0,.435,12.3,33.3,.452,27,61,.443,10,31,.323,6,12,.500,10,36,19,3,7,19,23,1,1,0,1.000,4.67,-7.33,,,1,0,0,0,82,70,40,26,62,.419,2,11,.182,28,35,.800,13,42,8,13,3,11,14,CUSA,82.0,70.0,12.00,8.00,-3.33,103.02,102.86,0.16,2025-11-08
Western Michigan,78.9,98.8,.349,.434,.519,47.0,56.4,13.3,11.4,.492,15.7,26.2,.225,78.9,99.5,.636,.262,.564,53.0,49.0,7.6,6.8,.500,21.0,26.2,.467,55,129,.426,17,56,.304,29,45,.644,22,70,31,21,9,28,49,2,1,1,.500,0.00,-5.00,,,1,1,0,0,157,156,80,49,107,.458,9,28,.321,50,68,.735,17,79,24,12,5,37,42,MAC,78.5,78.0,0.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
Wichita State,67.7,85.7,.232,.268,.466,40.3,13.0,10.3,11.5,.446,20.5,30.6,.143,67.7,110.9,.221,.235,.499,59.7,32.3,16.3,19.5,.485,15.7,51.2,.132,23,56,.411,4,15,.267,8,13,.615,11,31,3,7,6,16,14,1,1,0,1.000,0.00,-17.00,,,1,0,0,0,75,58,40,31,68,.456,4,16,.250,9,15,.600,21,46,10,11,8,14,16,American,75.0,58.0,17.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
William & Mary,80.7,78.1,.260,.479,.384,38.1,50.0,14.9,8.3,.349,15.5,29.1,.164,80.7,136.4,.424,.273,.694,61.9,64.3,12.4,15.8,.689,15.0,44.8,.288,22,73,.301,7,35,.200,12,19,.632,16,32,11,12,4,15,22,1,1,0,1.000,,,,,1,0,0,0,110,63,40,42,66,.636,7,18,.389,19,28,.679,13,52,27,10,6,14,15,CAA,110.0,63.0,47.00,,,,,,2025-11-08
Winthrop,74.4,114.3,.484,.475,.567,56.0,38.9,2.0,6.2,.512,17.1,41.1,.369,74.4,114.9,.465,.496,.543,44.0,48.0,12.8,9.4,.469,9.2,31.4,.388,54,122,.443,17,58,.293,45,59,.763,30,89,21,3,4,31,49,2,1,1,.500,6.00,5.50,,,0,0,0,1,171,170,80,50,129,.388,21,64,.328,50,60,.833,27,70,24,19,6,16,48,Big South,85.5,85.0,0.50,14.67,-8.67,83.76,96.59,-12.84,2025-11-08
Wisconsin,72.4,94.0,.485,.404,.558,44.0,37.8,7.6,2.9,.515,22.8,23.6,.343,72.4,133.4,.438,.461,.624,56.0,51.6,12.4,8.5,.578,10.4,40.0,.352,45,99,.455,12,40,.300,34,48,.708,13,55,17,11,2,36,50,2,2,0,1.000,30.74,2.24,,,2,0,0,0,193,136,80,64,128,.500,20,59,.339,45,56,.804,28,70,33,18,5,18,39,Big Ten,96.5,68.0,28.50,14.52,16.22,116.38,78.58,37.80,2025-11-08
Wofford,65.1,107.5,.291,.309,.559,53.6,46.2,6.1,19.0,.527,16.1,26.7,.218,65.1,70.7,.320,.580,.399,46.4,66.7,7.7,7.9,.360,21.7,25.6,.200,26,55,.473,6,17,.353,12,16,.750,8,37,12,4,4,12,16,1,0,1,.000,-12.00,12.00,,,0,0,0,1,46,70,40,15,50,.300,6,29,.207,10,16,.625,10,32,10,5,3,16,20,Southern,46.0,70.0,-24.00,-29.33,17.33,38.54,81.53,-42.99,2025-11-08
Wright State,71.5,79.7,.450,.360,.470,44.2,54.1,9.1,7.4,.415,22.4,20.0,.310,71.5,107.0,.289,.400,.498,55.8,59.3,17.5,9.4,.496,12.0,36.0,.141,37,100,.370,9,36,.250,31,45,.689,14,69,20,13,6,35,33,2,1,1,.500,8.50,18.50,,,1,0,0,1,153,114,80,59,135,.437,16,54,.296,19,39,.487,31,87,35,25,6,21,39,Horizon,76.5,57.0,19.50,3.50,5.00,113.90,96.31,17.59,2025-11-08
Wyoming,74.8,100.3,.164,.597,.519,37.7,37.0,9.4,3.8,.493,14.2,25.0,.134,74.8,132.4,.406,.232,.601,62.3,36.8,8.0,7.4,.594,11.8,48.6,.246,27,67,.403,12,40,.300,9,11,.818,10,29,10,7,2,12,19,1,1,0,1.000,,,,,1,0,0,0,99,75,40,38,69,.551,6,16,.375,17,28,.607,18,48,14,6,2,11,13,MWC,99.0,75.0,24.00,,,,,,2025-11-08
Xavier,68.1,96.2,.389,.326,.582,51.6,75.0,8.1,14.8,.563,24.2,21.6,.253,68.1,102.8,.429,.455,.519,48.4,76.7,14.0,9.4,.473,14.0,28.6,.304,48,95,.505,11,31,.355,24,37,.649,11,66,36,11,9,36,38,2,2,0,1.000,0.00,-4.50,,,2,0,0,0,140,131,80,43,112,.384,20,51,.392,34,48,.708,22,62,33,19,6,22,37,Big East,70.0,65.5,4.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
Yale,75.6,89.9,.560,.280,.537,43.9,54.5,9.3,12.5,.470,23.1,19.4,.420,75.6,128.3,.348,.394,.630,56.1,66.7,14.5,13.9,.591,11.5,34.3,.288,22,50,.440,3,14,.214,21,28,.750,6,29,12,7,5,19,20,1,1,0,1.000,25.00,-4.00,,,0,0,1,0,97,68,40,33,66,.500,12,26,.462,19,23,.826,12,37,22,11,5,10,22,Ivy,97.0,68.0,29.00,21.00,4.00,80.71,118.07,-37.36,2025-11-08
Youngstown State,69.0,112.4,.412,.252,.545,62.0,43.6,7.3,7.7,.496,17.9,47.8,.311,69.0,108.0,.348,.536,.571,38.0,51.0,7.3,11.2,.536,13.9,23.5,.259,55,119,.462,8,30,.267,37,49,.755,33,85,24,10,4,31,35,2,1,1,.500,8.18,11.18,,,0,0,1,1,149,155,80,49,112,.438,22,60,.367,29,39,.744,16,52,25,10,10,21,42,Horizon,74.5,77.5,-3.00,-0.62,8.80,112.65,97.19,15.46,2025-11-08
